tenure,MonthlyCharges,TotalCharges,SupportTickets,AppLogins,WebsiteVisits,SatisfactionScore,gender_Female,gender_Male,SeniorCitizen_0,SeniorCitizen_1,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,PhoneService_No,PhoneService_Yes,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,PromotionUsed_Cashback,PromotionUsed_Discount,PromotionUsed_FreeAddon,PromotionUsed_nan
1.486366223,0.647743824,1.557069658,1.015863367,0.972035353,1.275858252,0.715072699,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
-0.955977867,-0.687893305,-0.83397483,0.0012606,-1.677598311,1.206116765,-1.408659291,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
-1.159506542,-1.142507683,-0.959098218,-1.013342167,-0.179979283,-0.537420427,0.715072699,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
0.8757802,1.649886466,1.645286147,0.0012606,-0.755986602,-1.234835304,-0.700748628,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
0.020959769,-0.183503632,-0.153601315,-1.013342167,1.663244135,0.159994449,0.715072699,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
-0.833860663,0.634470412,-0.586670068,0.0012606,-1.216792456,-1.513801255,0.007162035,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1.567777693,0.680927355,1.755655557,0.0012606,0.511229499,-0.188712989,-1.408659291,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
-1.200212276,-1.167395331,-0.968560962,1.015863367,0.050423644,-1.37431828,0.007162035,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
-1.037389337,0.339136984,-0.780557528,-1.013342167,0.280826571,-0.955869353,-0.700748628,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
0.224488443,-1.489275583,-0.685490978,-1.013342167,-1.33199392,0.787667839,0.007162035,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
-0.548920519,-1.494253113,-0.85402004,-1.013342167,0.280826571,0.369218913,0.715072699,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
1.527071958,0.65935806,1.587346049,-1.013342167,0.972035353,0.648184863,1.422983362,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0
0.8757802,-1.145826036,-0.299143154,-1.013342167,-0.871188065,0.857409326,-1.408659291,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
0.95719167,0.008960849,0.531119354,-1.013342167,-1.33199392,-0.74664489,0.007162035,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1.323543284,-0.176866925,0.631081941,1.015863367,0.972035353,-0.46767894,-0.700748628,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
0.102371238,0.670972296,0.319667635,2.030466134,0.626430962,1.415341228,-0.700748628,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1.242131814,0.551511584,1.197199953,-1.013342167,-1.677598311,0.927150814,0.715072699,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
0.183782708,-1.504208172,-0.691506737,2.030466134,0.741632426,-1.234835304,-1.408659291,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
-1.159506542,0.833571599,-0.849453333,-1.013342167,1.663244135,-0.46767894,0.715072699,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
-0.915272133,1.120609144,-0.583728055,0.0012606,-1.562396847,-1.304576792,0.715072699,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
-1.281623746,0.173219329,-0.980285105,-1.013342167,-0.986389529,-1.583542743,0.715072699,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1.527071958,-1.497571466,-0.405670382,-1.013342167,1.317639744,-1.234835304,1.422983362,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0
-0.426803315,0.831912422,-0.13559795,1.015863367,0.280826571,-0.46767894,-0.700748628,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
-1.037389337,0.450301814,-0.760336676,-1.013342167,-0.06477782,1.136375277,-1.408659291,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
-0.060451701,-0.195117868,-0.184338768,2.030466134,0.050423644,-1.025610841,-1.408659291,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
1.486366223,-0.331170345,0.645440722,-1.013342167,0.050423644,-0.74664489,1.422983362,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
-0.101157436,1.299800212,0.35940677,-1.013342167,1.548042671,-0.955869353,1.422983362,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
0.835074465,-0.347762111,0.242362941,0.0012606,-0.640785138,1.206116765,0.007162035,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
-1.281623746,0.219676272,-0.979670356,-1.013342167,1.432841208,-0.886127866,-1.408659291,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
1.567777693,0.835230775,1.760068577,0.0012606,0.972035353,-1.444059767,-0.700748628,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
0.183782708,-0.938428966,-0.43366342,0.0012606,1.548042671,-0.816386378,0.007162035,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
1.486366223,1.513833988,2.330555699,0.0012606,-1.216792456,0.857409326,1.422983362,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
-0.671037724,0.524964759,-0.430897049,1.015863367,-0.525583674,0.159994449,1.422983362,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
-1.281623746,-1.492593936,-1.00232825,-1.013342167,0.626430962,1.485082715,0.715072699,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
1.486366223,-0.117136569,0.771617965,1.015863367,-0.986389529,-0.74664489,-1.408659291,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
-0.467509049,1.535403283,0.006365171,1.015863367,0.280826571,0.020511474,0.715072699,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
1.160720344,1.37778151,1.755348183,0.0012606,-1.447195384,-1.025610841,-1.408659291,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
0.224488443,1.32966539,0.756929854,-1.013342167,-1.677598311,1.206116765,-0.700748628,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
-1.281623746,-1.520799938,-1.00270149,-1.013342167,1.432841208,-1.444059767,0.007162035,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
-0.38609758,0.289361688,-0.289746275,1.015863367,0.741632426,-1.65328423,0.715072699,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0
-1.159506542,-0.482155412,-0.920369027,0.0012606,0.280826571,-0.537420427,0.007162035,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
-1.078095072,-0.334488698,-0.855161717,-1.013342167,0.626430962,-0.118971501,-0.700748628,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
-0.548920519,0.364024633,-0.407053568,-1.013342167,0.165625108,-0.46767894,-0.700748628,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1.282837549,0.14335415,0.941947364,0.0012606,0.626430962,1.34559974,0.007162035,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
1.201426079,-1.366496518,-0.375789187,-1.013342167,0.856833889,-0.328195964,0.715072699,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
-1.281623746,0.556489114,-0.975213425,1.015863367,1.432841208,-0.886127866,-0.700748628,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
-1.281623746,-1.142507683,-0.997695676,0.0012606,-0.640785138,0.927150814,0.715072699,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
-0.996683602,-1.180668743,-0.916043829,0.0012606,-0.986389529,1.066633789,0.007162035,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1.608483427,1.616702935,2.556300334,0.0012606,1.20243828,0.4389604,-1.408659291,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
-0.874566398,-0.133728335,-0.708763621,-1.013342167,-0.755986602,1.066633789,-1.408659291,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
-0.30468611,-1.487616407,-0.797660725,-1.013342167,-1.562396847,-1.304576792,1.422983362,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
-0.263980375,1.354553038,0.178999878,-1.013342167,-0.525583674,-0.188712989,0.715072699,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
-0.630331989,0.319226866,-0.477222781,-1.013342167,-1.216792456,0.857409326,0.007162035,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
-0.874566398,-0.672960716,-0.803720395,-1.013342167,-0.525583674,-1.025610841,-0.700748628,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
1.445660488,-1.474342994,-0.385405619,1.015863367,-0.871188065,1.206116765,1.422983362,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0
1.079308874,1.540380813,1.851775963,0.0012606,-1.216792456,0.996892302,-1.408659291,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
-0.955977867,-0.468882,-0.807518666,0.0012606,1.20243828,-1.304576792,-0.700748628,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0
-1.240918011,0.25451898,-0.943334296,0.0012606,-0.640785138,-0.537420427,0.715072699,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.590840056,0.675949826,0.765382654,0.0012606,1.432841208,1.554824203,1.422983362,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
0.020959769,-0.342784581,-0.219072089,0.0012606,1.317639744,0.787667839,1.422983362,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
0.550134322,-1.492593936,-0.632403007,0.0012606,0.741632426,1.136375277,0.007162035,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0
1.323543284,1.522129871,2.170633124,-1.013342167,-1.33199392,0.857409326,-1.408659291,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
0.631545791,-1.175691214,-0.386217966,-1.013342167,-1.562396847,1.624565691,-0.700748628,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
-1.240918011,-0.628162949,-0.973983927,0.0012606,-0.179979283,0.927150814,-1.408659291,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
-1.281623746,0.320886042,-0.978331081,0.0012606,-0.525583674,-0.46767894,0.007162035,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-1.281623746,-0.500406354,-0.989198966,-1.013342167,1.548042671,1.34559974,0.007162035,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
-0.263980375,0.523305582,-0.048127942,2.030466134,-0.06477782,-0.188712989,1.422983362,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
-0.671037724,-1.477661347,-0.869959605,0.0012606,-0.525583674,0.578443376,1.422983362,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
0.672251526,1.384418216,1.261002123,1.015863367,-0.871188065,-1.37431828,-0.700748628,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
-0.019745966,-1.479320524,-0.700420598,-1.013342167,-1.33199392,1.206116765,0.715072699,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
-0.141863171,-1.497571466,-0.759831703,0.0012606,-0.986389529,0.648184863,-0.700748628,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
-1.240918011,-1.348245576,-0.99420478,-1.013342167,-1.33199392,0.717926351,-1.408659291,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1.527071958,0.860118424,1.829974327,0.0012606,0.280826571,0.020511474,0.715072699,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
0.753662996,0.953032311,1.113813635,0.0012606,1.317639744,-1.723025718,0.007162035,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
0.916485935,-0.163593513,0.445032531,-1.013342167,-0.755986602,0.648184863,-1.408659291,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
-1.118800807,0.825275716,-0.790393513,-1.013342167,1.548042671,-1.723025718,1.422983362,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
1.486366223,-1.326676281,-0.256549826,1.015863367,-1.216792456,-0.816386378,0.007162035,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
-0.752449193,-0.488792118,-0.717392063,-1.013342167,-0.871188065,-1.165093816,-0.700748628,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1.608483427,1.208545501,2.204554098,1.015863367,0.280826571,-0.607161915,1.422983362,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
1.567777693,-0.117136569,0.881614135,-1.013342167,1.548042671,0.090252962,1.422983362,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
0.346605647,-1.476002171,-0.670517448,0.0012606,1.087236817,-1.234835304,1.422983362,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
-0.263980375,-0.634799656,-0.507433306,0.0012606,-1.447195384,-0.328195964,-1.408659291,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
-0.141863171,0.463575226,0.035807259,1.015863367,1.20243828,0.508701888,0.007162035,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
0.916485935,0.375638869,0.813201348,0.0012606,-0.410382211,0.090252962,1.422983362,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
0.265194178,-0.460586117,-0.103894463,1.015863367,0.165625108,-0.74664489,-0.700748628,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
-0.467509049,0.578058409,-0.197490007,0.0012606,-1.677598311,-1.444059767,-1.408659291,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
0.631545791,-1.003136852,-0.306542098,0.0012606,-0.871188065,1.624565691,-0.700748628,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
1.567777693,-0.173548572,0.799193852,0.0012606,-0.640785138,-0.188712989,1.422983362,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
-0.793154928,0.797069715,-0.500956486,0.0012606,0.741632426,-1.234835304,-0.700748628,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
-1.159506542,-1.48595723,-0.973983927,4.059671667,-0.06477782,1.554824203,1.422983362,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1.527071958,1.560290932,2.412163636,-1.013342167,0.626430962,1.415341228,0.715072699,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
0.387311382,0.29765757,0.37672952,2.030466134,-0.295180747,-1.65328423,0.007162035,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
-1.240918011,-1.467706288,-0.993590031,0.0012606,1.432841208,1.275858252,-0.700748628,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
-0.793154928,-1.477661347,-0.896349904,0.0012606,1.317639744,-1.583542743,-1.408659291,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
-1.078095072,-0.644754715,-0.885855259,0.0012606,-1.33199392,0.857409326,0.007162035,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
-1.281623746,0.204743683,-0.979867954,0.0012606,-1.677598311,-0.537420427,-0.700748628,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
